	fusion_id	fusion_id_lst
166	F00000001	F00000003
167	F00000001	F00000004
168	F00000001	F00000005
169	F00000001	F00000006
170	F00000001	F00000007
171	F00000001	F00000009
172	F00000001	F00000010
173	F00000001	F00000011
174	F00000001	F00000012
175	F00000001	F00000013
176	F00000001	F00000014
177	F00000001	F00000015
178	F00000001	F00000016
179	F00000002	F00000001
180	F00000002	F00000003
181	F00000002	F00000004
182	F00000002	F00000005
183	F00000002	F00000006
184	F00000002	F00000007
185	F00000002	F00000009
186	F00000002	F00000010
187	F00000002	F00000011
188	F00000002	F00000012
189	F00000002	F00000013
190	F00000002	F00000014
191	F00000002	F00000015
192	F00000002	F00000016
193	F00000003	F00000001
194	F00000003	F00000002
195	F00000003	F00000004
196	F00000003	F00000005
197	F00000003	F00000006
198	F00000003	F00000007
199	F00000003	F00000009
200	F00000003	F00000010
201	F00000003	F00000011
202	F00000003	F00000012
203	F00000003	F00000013
204	F00000003	F00000014
205	F00000003	F00000015
206	F00000003	F00000016
207	F00000004	F00000001
208	F00000004	F00000002
209	F00000004	F00000003
210	F00000004	F00000005
211	F00000004	F00000006
212	F00000004	F00000007
213	F00000004	F00000009
214	F00000004	F00000010
215	F00000004	F00000011
216	F00000004	F00000012
217	F00000004	F00000013
218	F00000004	F00000014
219	F00000004	F00000015
220	F00000004	F00000016
221	F00000005	F00000001
222	F00000005	F00000002
223	F00000005	F00000003
224	F00000005	F00000004
225	F00000005	F00000006
226	F00000005	F00000007
227	F00000005	F00000009
228	F00000005	F00000010
229	F00000005	F00000011
230	F00000005	F00000012
231	F00000005	F00000013
232	F00000005	F00000014
233	F00000005	F00000015
234	F00000005	F00000016
235	F00000006	F00000001
236	F00000006	F00000002
237	F00000006	F00000003
238	F00000006	F00000004
239	F00000006	F00000005
240	F00000006	F00000007
241	F00000006	F00000009
242	F00000006	F00000010
243	F00000006	F00000011
244	F00000006	F00000012
245	F00000006	F00000013
246	F00000006	F00000014
247	F00000006	F00000015
248	F00000006	F00000016
249	F00000007	F00000001
250	F00000007	F00000002
251	F00000007	F00000003
252	F00000007	F00000004
253	F00000007	F00000005
254	F00000007	F00000006
255	F00000007	F00000009
256	F00000007	F00000010
257	F00000007	F00000011
258	F00000007	F00000012
259	F00000007	F00000013
260	F00000007	F00000014
261	F00000007	F00000015
262	F00000007	F00000016
263	F00000009	F00000001
264	F00000009	F00000002
265	F00000009	F00000003
266	F00000009	F00000004
267	F00000009	F00000005
268	F00000009	F00000006
269	F00000009	F00000007
270	F00000009	F00000010
271	F00000009	F00000011
272	F00000009	F00000012
273	F00000009	F00000013
274	F00000009	F00000014
275	F00000009	F00000015
276	F00000009	F00000016
277	F00000010	F00000001
278	F00000010	F00000002
279	F00000010	F00000003
280	F00000010	F00000004
281	F00000010	F00000005
282	F00000010	F00000006
283	F00000010	F00000007
284	F00000010	F00000009
285	F00000010	F00000011
286	F00000010	F00000012
287	F00000010	F00000013
288	F00000010	F00000014
289	F00000010	F00000015
290	F00000010	F00000016
291	F00000011	F00000001
292	F00000011	F00000002
293	F00000011	F00000003
294	F00000011	F00000004
295	F00000011	F00000005
296	F00000011	F00000006
297	F00000011	F00000007
298	F00000011	F00000009
299	F00000011	F00000010
300	F00000011	F00000012
301	F00000011	F00000013
302	F00000011	F00000014
303	F00000011	F00000015
304	F00000011	F00000016
305	F00000012	F00000001
306	F00000012	F00000002
307	F00000012	F00000003
308	F00000012	F00000004
309	F00000012	F00000005
310	F00000012	F00000006
311	F00000012	F00000007
312	F00000012	F00000009
313	F00000012	F00000010
314	F00000012	F00000011
315	F00000012	F00000013
316	F00000012	F00000014
317	F00000012	F00000015
318	F00000012	F00000016
319	F00000013	F00000001
320	F00000013	F00000002
321	F00000013	F00000003
322	F00000013	F00000004
323	F00000013	F00000005
324	F00000013	F00000006
325	F00000013	F00000007
326	F00000013	F00000009
327	F00000013	F00000010
328	F00000013	F00000011
329	F00000013	F00000012
330	F00000013	F00000014
331	F00000013	F00000015
332	F00000013	F00000016
333	F00000014	F00000001
334	F00000014	F00000002
335	F00000014	F00000003
336	F00000014	F00000004
337	F00000014	F00000005
338	F00000014	F00000006
339	F00000014	F00000007
340	F00000014	F00000009
341	F00000014	F00000010
342	F00000014	F00000011
343	F00000014	F00000012
344	F00000014	F00000013
345	F00000014	F00000015
346	F00000014	F00000016
347	F00000015	F00000001
348	F00000015	F00000002
349	F00000015	F00000003
350	F00000015	F00000004
351	F00000015	F00000005
352	F00000015	F00000006
353	F00000015	F00000007
354	F00000015	F00000009
355	F00000015	F00000010
356	F00000015	F00000011
357	F00000015	F00000012
358	F00000015	F00000013
359	F00000015	F00000014
360	F00000015	F00000016
361	F00000016	F00000001
362	F00000016	F00000002
363	F00000016	F00000003
364	F00000016	F00000004
365	F00000016	F00000005
366	F00000016	F00000006
367	F00000016	F00000007
368	F00000016	F00000009
369	F00000016	F00000010
370	F00000016	F00000011
371	F00000016	F00000012
372	F00000016	F00000013
373	F00000016	F00000014
374	F00000016	F00000015
375	F00000017	F00000018
376	F00000017	F00000019
377	F00000017	F00000020
378	F00000017	F00000021
379	F00000017	F00000022
380	F00000017	F00000023
381	F00000017	F00000024
382	F00000018	F00000017
383	F00000018	F00000019
384	F00000018	F00000020
385	F00000018	F00000021
386	F00000018	F00000022
387	F00000018	F00000023
388	F00000018	F00000024
389	F00000019	F00000017
390	F00000019	F00000018
391	F00000019	F00000020
392	F00000019	F00000021
393	F00000019	F00000022
394	F00000019	F00000023
395	F00000019	F00000024
396	F00000020	F00000017
397	F00000020	F00000018
398	F00000020	F00000019
399	F00000020	F00000021
400	F00000020	F00000022
401	F00000020	F00000023
402	F00000020	F00000024
403	F00000021	F00000017
404	F00000021	F00000018
405	F00000021	F00000019
406	F00000021	F00000020
407	F00000021	F00000022
408	F00000021	F00000023
409	F00000021	F00000024
410	F00000022	F00000017
411	F00000022	F00000018
412	F00000022	F00000019
413	F00000022	F00000020
414	F00000022	F00000021
415	F00000022	F00000023
416	F00000022	F00000024
417	F00000023	F00000017
418	F00000023	F00000018
419	F00000023	F00000019
420	F00000023	F00000020
421	F00000023	F00000021
422	F00000023	F00000022
423	F00000023	F00000024
424	F00000024	F00000017
425	F00000024	F00000018
426	F00000024	F00000019
427	F00000024	F00000020
428	F00000024	F00000021
429	F00000024	F00000022
430	F00000024	F00000023
